3.577127E-16,1.2005749E-15,1.4107878E-15,1.2793633E-15,1.0807294E-15,4.560317E-16,4.9713777E-16,7.8372405E-17,4.914503E-16,3.2241497E-16,5.4004565E-16,9.371862E-17,3.8501452E-17,5.4004567861557E-16,1.17795196175575E-15,3.77088057994843E-15,5.84281485527754E-16,2.09334569986392E-14,7.17718525667628E-15,1.21284326223547E-14,5.90697584400013E-15,9.75022303326891E-15,1.8474492846749E-14,7.9861897334263E-16,3.56299363999063E-15,2.5119945549729E-14,3.17304884500627E-14,2.32995144317417E-13,8.49668352913397E-14,5.94767847039378E-14,8.07125863768425E-16,8.36216741843718E-15,1.63541666384006E-14,4.1042839161049E-5,2316466.0,1.75099943823151E39,73.6938772431631,2.43010041915759E21,1.34382012278712E7,123662.538175669,2854713.75537974,1.36327732622623,9.2
2.706279E-16,1.1013532E-15,1.4660651E-15,1.2877974E-15,9.662968E-16,3.2695856E-16,6.997312E-16,5.3268694E-17,4.712781E-16,2.3180065E-16,4.770819E-16,1.0849467E-16,4.469875E-17,5.13676840811968E-16,1.12952241301537E-15,3.72015929222107E-15,5.08561316877604E-16,1.91239077287351E-14,6.55676836413774E-15,1.62729733308842E-14,7.15840330864358E-15,1.28074785775002E-14,1.80601217017263E-14,2.04468501690875E-15,6.79599374622585E-15,2.05440075787708E-14,2.84747957160056E-14,1.7899083235707E-13,6.12158282796858E-14,4.285107979578E-14,5.65131954854355E-16,7.83350782391259E-14,4.28404471312189E-14,4.14279659093687E-5,2907240.0,1.55505400472795E39,5.2208244054521,2.23834108767383E21,1.02494508402216E7,72861.6928545977,395155.379071018,0.803238923549652,9.07
2.9008578E-16,8.8569947E-16,2.2164085E-15,1.6810628E-15,1.0E-60,7.45005E-16,2.5831972E-16,1.0E-60,3.9718627E-16,2.1144716E-16,4.686724E-16,6.391863E-17,3.0109642E-17,4.68672394752503E-16,6.79015576839447E-16,3.89747130870819E-15,4.46255570277572E-16,1.95751555190905E-14,6.71148189225959E-15,1.33801078922968E-14,6.19570071946689E-15,1.21352300268912E-14,1.21325510727184E-14,1.64573678548521E-15,4.91405720337171E-15,1.28301642316371E-14,2.34109610058978E-14,1.1659763660367E-13,3.67056032574192E-14,2.56939222801934E-14,1.3418725173827E-15,-4.62588818772485E-14,-4.42674660993007E-14,3.42486760699611E-5,2991976.5,1.27181482773986E39,25.0217198251,1.69399451915077E21,7505330.16678188,39076.1425262088,2097755.99255613,-0.382149174149278,8.85
1.3869451E-16,5.571926E-16,7.180664E-16,7.90367E-16,5.685922E-16,2.630181E-16,4.0788064E-16,2.8872193E-17,3.0579237E-16,1.2206801E-16,3.0958702E-16,6.181607E-17,4.0531016E-17,3.0958703160286E-16,7.00312972068787E-16,2.07702559232712E-15,4.35159184038639E-16,1.55103560076355E-14,5.31783634547502E-15,2.56450745609994E-14,1.19184872254776E-14,1.57292007405108E-14,1.16609568659193E-14,7.85503498305823E-16,3.02928886867708E-15,1.87582993668092E-14,2.36279933186772E-14,1.29609083444017E-13,4.07919205790587E-14,2.85543444053411E-14,9.92658072149886E-16,7.58072060540702E-14,1.32695852387591E-14,2.75860770706577E-5,6460171.5,1.27120957228175E39,32.5534616478477,8.56821651056259E20,7481230.55695384,40219.6609254319,590475.56033303,1.0E-60,8.89
1.0E-60,2.3830012E-16,1.0E-60,5.97188E-16,1.9287327E-16,1.1595779E-16,2.0599456E-16,3.188717E-17,1.7858802E-16,8.5926854E-17,2.2063662E-16,2.984311E-17,2.152817E-17,2.20636621117592E-16,4.46748062968254E-16,7.90061265230179E-16,3.31357186660171E-16,1.29792582447585E-14,4.45003139820292E-15,4.35609134800229E-14,1.96331415216689E-14,1.3995869311309E-14,1.10916444049767E-14,8.33860728823906E-16,4.36841791871097E-15,1.38281354153275E-14,1.64735450375331E-14,8.47922586245364E-14,2.44571828651068E-14,1.71200280055747E-14,1.95100814020331E-15,4.35586286712146E-13,2.40010296750267E-13,2.44707585360438E-5,6798112.0,1.02025335373926E39,0.0,1.18332657232862E21,5624751.88845563,22223.3985931045,970353.192709084,0.540144856274128,8.93
1.0E-60,2.5570869E-16,5.381169E-16,2.4810347E-16,1.0E-60,1.0022126E-16,1.251804E-16,2.8816514E-17,1.4112816E-16,6.604057E-17,1.5911957E-16,3.013778E-17,1.8942694E-17,1.59119576215744E-16,3.79513964056969E-16,7.86220386624336E-16,2.9388889297843E-16,2.76278090698187E-14,9.47239168108069E-15,5.54280207444978E-14,2.49882530358008E-14,2.02347756081367E-14,1.06785653660959E-14,1.77966158919002E-15,5.94415403312482E-15,2.73944782083662E-14,2.72554471569485E-14,1.2483349836815E-13,3.55247707864019E-14,2.48673395504813E-14,2.6442060821585E-15,5.42046966339366E-13,2.9063888346521E-13,4.40673930288455E-5,1.1063526E7,1.75939286071085E39,127.6016338453,8.48848801972185E20,8012877.65430125,33937.5881353578,1691789.11968848,0.340514234602451,8.73
2.0810628E-16,6.2271983E-16,3.8856522E-16,9.974208E-16,6.0932104E-16,3.0020928E-16,4.5087315E-16,5.7914905E-17,3.5038323E-16,1.8378357E-16,3.7186607E-16,6.90546E-17,4.9541005E-17,3.71866077184677E-16,7.68750190734863E-16,1.99530705809593E-15,4.70263689756393E-16,1.85042523691595E-14,6.34431509799756E-15,5.90958920985586E-14,2.78953394311327E-14,2.17618036174857E-14,9.66542051701449E-15,8.09931555711073E-16,4.31527286218952E-15,1.75577908995704E-14,1.30024333857124E-14,7.87872170172471E-14,2.60033117537079E-14,1.82023182275955E-14,2.44941013242655E-15,6.29105930308944E-13,3.64595475137584E-13,2.42703527819924E-5,2.0696018E7,1.05525844873517E39,0.0,3.38393685416806E20,8815928.41132282,18971.6495609716,1589527.58718211,-0.119867905378342,8.4
1.0E-60,9.452572E-17,1.0E-60,9.95471E-17,1.1905505E-16,9.334204E-17,9.501829E-17,5.089922E-17,7.218886E-17,1.0E-60,1.0E-60,1.2180567E-17,2.0364907E-17,1.0E-60,1.56674645841122E-16,2.18602135777473E-16,1.45849954336882E-16,4.16843498790678E-14,1.42917771013947E-14,1.30107412172565E-14,6.66628201368459E-15,1.18817092208751E-14,2.29434956158798E-14,3.18087838963022E-15,1.1643704211703E-14,3.52503840443009E-14,4.36442894245964E-14,2.36081012987226E-13,7.99269229842532E-14,5.59488460889772E-14,4.81804739973525E-15,3.71351883640639E-14,4.8748125853078E-14,7.80863068268653E-5,2696392.5,2.94188092377936E39,69.8338171777525,2.23622425511148E21,1.52466424190611E7,87169.4209444524,1208607.82677344,0.580238746106625,8.94
1.0E-60,1.3470765E-15,1.8257628E-15,2.544693E-15,1.0E-60,8.727343E-16,5.414596E-16,8.563244E-17,5.3912546E-16,5.082482E-16,8.33148E-16,8.568921E-17,1.0E-60,8.33148002624512E-16,1.31620299816132E-15,4.37045574188232E-15,6.07315085828304E-16,1.66433206704582E-14,5.70628137272854E-15,2.05102433040204E-14,9.28953193390755E-15,1.29700677601581E-14,1.09377822629305E-14,7.46411192307021E-16,3.40954670377981E-15,2.58840221238128E-14,2.32189236614096E-14,1.15038108393518E-13,3.99729935300487E-14,2.79810954710341E-14,1.19668853874148E-15,6.56888191612304E-14,1.66330720542136E-14,2.71787283349745E-5,4662206.5,1.32494379783312E39,3.88624367956463,7.92057425508625E20,8662758.40791911,36168.8238237994,255581.079670489,0.30653043627739,8.86
1.0E-60,1.323932E-15,4.738838E-15,1.5171144E-15,1.4667983E-15,1.1301323E-15,6.961946E-16,6.948477E-17,8.1012317E-16,4.854773E-16,9.083083E-16,1.0998616E-16,2.0138043E-17,1.01635119318962E-15,1.85036009550095E-15,7.7227509021759E-15,1.38626515306532E-15,6.76143385358711E-14,2.31820589265844E-14,8.17535988313631E-14,3.92007336412348E-14,3.96141604858112E-14,3.09348643292858E-14,7.40457125330236E-16,9.62106898091355E-15,5.97767000815505E-14,6.53911423360463E-14,2.8383112779613E-13,8.00629072538351E-14,5.60440350776846E-14,1.85988674799561E-15,6.20666971579854E-13,2.82408188636159E-13,6.76432917502492E-5,2.7337058E7,4.4148749315205E39,106.789235966483,1.14615934976635E21,1.60802624798243E7,47254.6443446974,2671538.07718393,-0.564785910746719,8.9
