1.0288507e-001  1.6701555e-001  2.6194528e-001  2.6887740e-001  7.0577251e-001  9.6615779e-001  3.6011691e+000  3.4410629e+000  2.1375805e+000  1.9858376e+000  9.1221461e-001  7.7779766e-001
9.1212232e-002  1.4017917e-001  1.5807022e-001  1.9554953e-001  5.6662854e-001  9.6837406e-001  3.5879849e+000  3.2489441e+000  2.2838428e+000  2.0377565e+000  1.3202200e+000  7.6475769e-001
8.5454918e-002  1.3383934e-001  9.2828954e-002  1.6058760e-001  5.1809864e-001  9.6182521e-001  3.6687340e+000  3.2625653e+000  2.4291797e+000  2.1385347e+000  1.5768116e+000  8.2305903e-001
8.0497475e-002  1.6393141e-001  7.3208262e-002  1.5962706e-001  6.1056726e-001  9.1456911e-001  3.8810569e+000  3.5309346e+000  2.4269199e+000  2.2474528e+000  1.5156940e+000  9.3180938e-001
9.4422728e-002  1.5882431e-001  9.7442807e-002  1.9763548e-001  6.1671445e-001  1.0801977e+000  4.0489387e+000  3.9222836e+000  2.8100803e+000  2.5066109e+000  1.7485112e+000  1.1928809e+000
9.9780308e-002  1.2822064e-001  1.0631845e-001  2.0351442e-001  5.3545426e-001  1.0100194e+000  3.6966552e+000  3.5643552e+000  2.6202981e+000  2.2738258e+000  1.5900566e+000  1.0377526e+000
7.7855788e-002  9.0169400e-002  7.8160004e-002  1.4261253e-001  3.3732835e-001  9.0391014e-001  3.3416783e+000  3.1856278e+000  2.2497361e+000  2.0578021e+000  1.3032173e+000  8.5517275e-001
6.8644834e-002  9.3235479e-002  4.7726444e-002  1.2274072e-001  2.7303994e-001  7.6971471e-001  3.4212532e+000  3.1634406e+000  2.2120802e+000  2.1043772e+000  1.3036993e+000  8.2981907e-001
7.6068451e-002  9.6658888e-002  6.7619117e-002  1.2264995e-001  2.9399263e-001  9.4674407e-001  3.6503834e+000  3.3452309e+000  2.3890339e+000  2.2864082e+000  1.5290849e+000  9.9032204e-001
7.7619623e-002  8.7188108e-002  5.7056845e-002  1.3459875e-001  2.7685806e-001  9.2334216e-001  3.4505978e+000  3.2429460e+000  2.1829203e+000  2.0600642e+000  1.3817817e+000  8.7419060e-001
7.2170932e-002  8.3592362e-002  2.5337321e-002  1.2638873e-001  2.4942368e-001  1.0064158e+000  3.2580536e+000  3.1429827e+000  2.0597111e+000  1.9261500e+000  1.2291909e+000  8.2318777e-001
8.0111024e-002  9.5582407e-002  2.3006965e-002  1.4120890e-001  3.0370039e-001  1.0477034e+000  3.3152332e+000  3.3170882e+000  2.1576239e+000  2.0450995e+000  1.4135069e+000  9.2303158e-001
8.8006970e-002  8.9771061e-002  5.2299893e-002  1.3650414e-001  3.5178456e-001  1.0486378e+000  3.4582850e+000  3.3288807e+000  2.3198867e+000  2.2405434e+000  1.6328042e+000  1.0796910e+000
8.7361274e-002  7.9229335e-002  5.1136397e-002  1.1591668e-001  4.3520093e-001  9.8860152e-001  3.3396079e+000  3.2906417e+000  2.2689117e+000  2.1860906e+000  1.5597359e+000  1.0536313e+000
7.7918854e-002  7.1071855e-002  7.6065120e-002  1.1087330e-001  3.6922192e-001  1.0157899e+000  3.0984964e+000  3.0026625e+000  1.9873710e+000  1.9813006e+000  1.3305029e+000  9.2445666e-001
6.7756266e-002  8.5509566e-002  9.1254010e-002  1.1788319e-001  2.4203854e-001  6.9515810e-001  2.8347114e+000  2.7834102e+000  1.4570361e+000  1.6818324e+000  1.0220988e+000  6.7809713e-001
6.7263273e-002  7.3276904e-002  8.2346384e-002  9.5312786e-002  2.1875314e-001  5.7166063e-001  2.7912481e+000  2.6474252e+000  1.5191833e+000  1.7045848e+000  9.9982953e-001  6.7187957e-001
6.9286773e-002  6.5046637e-002  3.8218848e-002  7.3955339e-002  1.9340575e-001  6.7697259e-001  2.9162034e+000  2.7636867e+000  1.9599695e+000  1.9451071e+000  1.2671444e+000  8.4300642e-001
6.5424947e-002  6.0107792e-002  1.7815687e-002  8.8619407e-002  1.9756977e-001  9.3900174e-001  3.0130650e+000  2.8464470e+000  2.1504889e+000  2.0456980e+000  1.5310728e+000  9.7195761e-001
6.0356937e-002  7.4038907e-002  2.0400667e-002  1.2652421e-001  2.2143738e-001  8.9271480e-001  3.0688307e+000  2.8940810e+000  2.0803535e+000  1.9206905e+000  1.4203784e+000  8.5719695e-001
6.4763820e-002  8.7315615e-002  4.8528792e-002  1.6102662e-001  5.0622509e-001  9.5626685e-001  3.1866691e+000  3.0090870e+000  2.0769020e+000  1.9743905e+000  1.3923964e+000  8.6892524e-001
6.8473482e-002  9.6832940e-002  7.9333017e-002  1.5759768e-001  5.1241045e-001  8.4742994e-001  3.2448167e+000  3.0532625e+000  2.0355861e+000  2.0694424e+000  1.4057851e+000  9.0690430e-001
7.1074243e-002  9.9959935e-002  7.7860739e-002  1.7612823e-001  3.0605658e-001  8.4823878e-001  3.2379586e+000  3.1682542e+000  1.9583879e+000  2.1901704e+000  1.5003072e+000  9.9390250e-001
7.1280753e-002  1.0442040e-001  6.3582859e-002  1.7241921e-001  3.3230529e-001  9.3857081e-001  3.2158795e+000  3.2294527e+000  2.0811712e+000  2.2458393e+000  1.5354715e+000  1.0208569e+000
7.2624877e-002  1.0777511e-001  5.2029415e-002  1.8782584e-001  5.3951668e-001  1.1945820e+000  3.3638868e+000  3.2457223e+000  2.3158058e+000  2.2786034e+000  1.5504083e+000  1.1148799e+000
7.5488238e-002  8.7945891e-002  4.4397100e-002  1.8098822e-001  6.4635917e-001  1.2962526e+000  3.2847288e+000  3.1334454e+000  2.3106935e+000  2.1962107e+000  1.5273522e+000  1.1578709e+000
7.0949720e-002  8.5653027e-002  4.9083883e-002  1.5855094e-001  5.4478557e-001  1.1321314e+000  3.2073056e+000  3.1260307e+000  2.3110181e+000  2.0949720e+000  1.4423801e+000  1.1167665e+000
7.0082594e-002  8.2132306e-002  8.2970417e-002  1.4500832e-001  3.8022269e-001  1.1513312e+000  3.0268243e+000  3.0291612e+000  2.2775604e+000  2.0579540e+000  1.3728231e+000  1.0332920e+000
6.2231734e-002  8.3222765e-002  6.7522634e-002  1.4594477e-001  3.1556196e-001  9.2845250e-001  2.9821197e+000  2.7798853e+000  2.3061581e+000  1.9028708e+000  1.2767477e+000  9.6394010e-001
5.7252823e-002  7.3126718e-002  3.0321892e-002  1.6758404e-001  3.7588108e-001  1.1228286e+000  2.7579353e+000  2.4510186e+000  1.7935097e+000  1.6809422e+000  1.1939150e+000  8.7843578e-001
4.9264693e-002  1.0133059e-001  3.2416876e-002  1.6386329e-001  5.0181207e-001  9.3314470e-001  2.3783536e+000  2.2744020e+000  1.0760397e+000  1.2134096e+000  7.9789598e-001  5.6566999e-001
5.9470623e-002  9.4127361e-002  7.7422745e-002  1.4195419e-001  3.8066043e-001  9.9307671e-001  2.4505816e+000  2.3971259e+000  1.1680542e+000  1.4223235e+000  8.7972809e-001  5.5968885e-001
6.1656110e-002  7.2202004e-002  7.4584196e-002  1.0467266e-001  3.3919466e-001  7.8754913e-001  2.6982780e+000  2.5509583e+000  1.6651496e+000  1.7060833e+000  1.1172204e+000  6.5854082e-001
6.5521828e-002  6.0130075e-002  4.4616719e-002  8.0553385e-002  2.8242023e-001  9.7424997e-001  2.8796796e+000  2.6294404e+000  2.1708169e+000  2.0288282e+000  1.4729808e+000  9.1422387e-001
6.4645067e-002  6.9938278e-002  2.6350722e-002  1.0581165e-001  3.5735012e-001  1.0387590e+000  2.6784514e+000  2.5484473e+000  1.5457684e+000  1.8221487e+000  1.2882163e+000  9.1451536e-001
6.4978247e-002  1.0063161e-001  5.6661419e-002  1.3628494e-001  3.3301247e-001  9.2172749e-001  2.6071388e+000  2.5980950e+000  1.3175956e+000  1.8131442e+000  1.2270287e+000  9.6080826e-001
5.6549321e-002  9.2486131e-002  6.2799980e-002  1.4363359e-001  2.8584982e-001  9.0738087e-001  2.4686015e+000  2.4003666e+000  1.0675893e+000  1.6678723e+000  1.0691662e+000  8.0523300e-001
5.2453786e-002  8.1024835e-002  7.2917392e-002  1.3164490e-001  2.6931555e-001  9.3325566e-001  2.4016117e+000  2.1911774e+000  1.2393623e+000  1.6194433e+000  1.0334616e+000  7.0653731e-001
4.8187192e-002  5.6920406e-002  4.6967918e-002  1.2132782e-001  3.0327591e-001  9.6127176e-001  2.4232930e+000  2.1832652e+000  1.2800893e+000  1.6291554e+000  1.0649681e+000  7.1755549e-001
4.7804431e-002  6.6303501e-002  3.5396469e-002  1.3196857e-001  2.0560159e-001  7.9784601e-001  2.4569461e+000  2.3522729e+000  1.5224712e+000  1.7702877e+000  1.1504682e+000  8.1866973e-001
4.9967014e-002  8.1037494e-002  9.9821671e-003  1.2307008e-001  6.3525210e-002  8.4470288e-001  2.5516366e+000  2.4010820e+000  1.7811300e+000  1.9184312e+000  1.2697842e+000  9.4400890e-001
5.3157851e-002  8.8007864e-002  6.0289394e-002  1.5030325e-001  1.4275878e-001  9.2533718e-001  2.5494704e+000  2.4422111e+000  1.8380914e+000  1.8990478e+000  1.2903128e+000  1.0500169e+000
5.8392746e-002  9.2774293e-002  1.0586442e-001  1.4424957e-001  3.1546412e-001  9.1220533e-001  2.4978550e+000  2.4442388e+000  1.8390257e+000  1.7716535e+000  1.2380175e+000  9.5688531e-001
5.8673648e-002  6.5929606e-002  1.0653651e-001  1.3586012e-001  3.1994255e-001  8.9292387e-001  2.4245535e+000  2.3928855e+000  1.6358083e+000  1.6972811e+000  1.1890643e+000  8.6571888e-001
5.4842536e-002  6.5123958e-002  4.3125314e-002  1.1796569e-001  1.5943047e-001  8.3958521e-001  2.4582592e+000  2.3200225e+000  1.7369248e+000  1.8079022e+000  1.3169706e+000  9.5348707e-001
4.6226491e-002  5.0923063e-002  2.6147682e-002  1.3225878e-001  1.4912560e-001  8.4954319e-001  2.3976195e+000  2.3236328e+000  1.7174824e+000  1.7990626e+000  1.3816169e+000  1.0919431e+000
4.7401610e-002  5.9012242e-002  3.4417811e-002  1.3663974e-001  2.6854201e-001  8.2190866e-001  2.3917631e+000  2.3004601e+000  1.6532028e+000  1.7792200e+000  1.3899505e+000  1.0450664e+000
4.8895820e-002  5.8909737e-002  5.2657079e-002  1.5004861e-001  3.0993895e-001  8.7911788e-001  2.3323119e+000  2.2394464e+000  1.5323370e+000  1.7087323e+000  1.2607191e+000  9.4315632e-001
4.8676442e-002  8.2185971e-002  7.6258707e-002  1.4504820e-001  3.2180322e-001  7.8676770e-001  2.2944702e+000  2.2012927e+000  1.6321844e+000  1.7517688e+000  1.3556927e+000  9.2287048e-001
5.4661884e-002  1.0269835e-001  6.3565527e-002  1.4393565e-001  4.0313119e-001  8.8101352e-001  2.3371284e+000  2.2656892e+000  1.7377292e+000  1.7881088e+000  1.4176919e+000  9.7514938e-001
6.0429531e-002  9.3464118e-002  7.3782689e-002  1.6450570e-001  4.0644897e-001  1.0776072e+000  2.3874594e+000  2.3460427e+000  1.9979277e+000  1.8844150e+000  1.4122869e+000  1.0747552e+000
6.0866837e-002  7.7458098e-002  7.5182395e-002  1.7771044e-001  3.8218977e-001  1.0812668e+000  2.4559588e+000  2.3113523e+000  2.1045577e+000  1.9120461e+000  1.3598909e+000  1.1405453e+000
5.6710208e-002  6.1845011e-002  9.2456838e-002  1.6256462e-001  3.3003953e-001  1.0697192e+000  2.4577369e+000  2.2414600e+000  1.9781004e+000  1.8810000e+000  1.4105506e+000  1.1246050e+000
5.8138064e-002  6.9872745e-002  5.0478138e-002  1.6103700e-001  2.8926450e-001  1.0796418e+000  2.2762107e+000  2.1760543e+000  1.8984194e+000  1.7590783e+000  1.4154365e+000  1.0857620e+000
5.5421904e-002  6.8525296e-002  3.2964475e-002  1.5723029e-001  2.0823098e-001  1.0535506e+000  2.1414787e+000  2.2773206e+000  1.8547017e+000  1.6790521e+000  1.3193486e+000  1.0585080e+000
5.0957053e-002  6.9532289e-002  2.3732016e-002  1.4477256e-001  2.1302172e-001  8.7619515e-001  2.1532060e+000  2.2612214e+000  1.7783542e+000  1.7089366e+000  1.2889134e+000  1.0712921e+000
4.7172115e-002  1.0133244e-001  2.8716520e-002  1.3948837e-001  2.5539915e-001  7.9563706e-001  2.2672295e+000  2.2224944e+000  1.6328145e+000  1.7064204e+000  1.3149798e+000  1.0851985e+000
5.1257492e-002  1.2038726e-001  6.0942136e-002  1.5959755e-001  3.0682460e-001  9.6532152e-001  2.2194577e+000  2.1217020e+000  1.7196230e+000  1.7020305e+000  1.3239056e+000  1.1141528e+000
5.5250953e-002  1.0297265e-001  7.3171277e-002  1.6506464e-001  3.1932194e-001  1.0249213e+000  2.1941389e+000  2.1025422e+000  1.6741412e+000  1.6817273e+000  1.3340134e+000  1.1104566e+000
5.6105305e-002  5.3349395e-002  6.0805505e-002  1.5825900e-001  3.0009578e-001  1.0064926e+000  2.1175448e+000  2.0742669e+000  1.7071196e+000  1.6911851e+000  1.3116778e+000  1.1346014e+000
5.2403561e-002  3.5292928e-002  4.6702101e-002  1.4464636e-001  3.1486840e-001  8.4694474e-001  2.0599675e+000  2.0002099e+000  1.6563398e+000  1.5707311e+000  1.2472007e+000  1.0487465e+000
4.9908134e-002  3.9212978e-002  5.1188141e-002  1.4286607e-001  2.3882741e-001  7.8318301e-001  1.9907731e+000  1.9100112e+000  1.6394354e+000  1.4162123e+000  1.1131564e+000  9.3615335e-001
4.7663498e-002  5.0559071e-002  4.0058146e-002  1.3461801e-001  2.3253070e-001  6.9435107e-001  1.9624926e+000  1.8658263e+000  1.6539989e+000  1.3840007e+000  1.0933826e+000  9.0565899e-001
5.1069231e-002  5.2561020e-002  4.1654172e-002  1.3883423e-001  2.7482274e-001  6.9496061e-001  1.9659049e+000  1.9532013e+000  1.7856331e+000  1.4735728e+000  1.2101120e+000  1.0293189e+000
5.4480467e-002  4.5976056e-002  5.6836765e-002  1.4680899e-001  3.5245050e-001  7.1628644e-001  1.9755426e+000  1.9754927e+000  1.7366782e+000  1.5248879e+000  1.2513471e+000  1.0629961e+000
