10,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,4,5,7,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,6,0,0,0,0,0
9,0,0,0,0,0,0,0
